,Alzheimer Disease,Breast Cancer,Cardiovascular Disease,Chronic Obstructive Pulmonary Disease,Gastric Cancer,Glioblastoma,Heart Stroke,Hepatocellular Carcinoma,Liver Cirrhosis,Lung Adenocarcinoma,Lung Cancer,Male Infertility,Parkinson Disease,Renal Cell Carcinoma,Rheumatoid Arthritis
DQ569951,0.30926747416173883,0.06750589501344788,0.8306577426111955,0.05098265573372387,0.09812141163660373,0.057157993558575114,0.06398174701732805,0.09846677983889768,0.06215432817692747,0.037398448506375546,0.04432530335950064,0.043925743480884905,0.8995230685067053,0.7998239659380456,0.052139215867708
DQ569958,0.3101563641492694,0.0681842749699419,0.8283860650494141,0.05067494619903125,0.09894854449363076,0.05639848154730718,0.0640277717042839,0.09888299295625136,0.06067551150895508,0.036994511254212104,0.04394400553940387,0.043506026101529,1.0,0.7919638821395908,0.051055071069026424
DQ569962,0.33054181206380645,0.07138302087035461,1.0,0.05420161163504056,0.1038337911436141,0.0626871828457567,0.06932669813477274,0.10632126518590983,0.0661278581082051,0.04135424457896213,0.04748133051878923,0.047538733474003315,0.9023810360235084,0.7185436610549442,0.05553389743956083
DQ569963,0.31051817377587926,0.06834831471763642,0.830410559990904,0.05175461782343464,0.09788083027389985,0.058683217778774235,0.06509466350025249,0.09834565233698832,0.06190493036966112,0.037964279433125726,0.045333497928931946,0.045068024053738734,1.0,0.7988476935207457,0.05272995008377858
DQ569966,0.3153076954530858,0.06967348315637839,0.8331668725279062,0.05275242318262059,0.09918908731759746,0.06077954937286909,0.06699414616881087,0.10892052743858324,0.068808683121047,0.03859612830784613,0.04628698386476349,0.045675951332327915,1.0,0.7902453018264832,0.05367564855108292
DQ569967,0.33099408933549923,0.06628067904483338,0.8264653672840385,0.050470492017165344,0.09410008541509882,0.055284859512405374,0.06421820429022823,0.09611468485759693,0.05945822931207358,0.0371727693667107,0.04392856247010474,0.043376657796087056,0.9004939678010571,0.7407178593551251,0.05123787611803907
DQ569979,0.3180857061360211,0.06849838154076117,1.0,0.051867737054249886,0.09791538255952724,0.05910620402472958,0.06508168437738895,0.09917524107123543,0.06215310590860037,0.037204269964564274,0.045302470366200144,0.044554297489306095,0.8874743660124343,0.8102433064989448,0.052572545974632304
DQ569987,0.3058061650307312,0.06617307299239072,0.8230148398916523,0.05039669143056867,0.0948964419761597,0.05897928620957018,0.0647858045301228,0.09717463259622042,0.060607967623128235,0.036842514635977854,0.0436345291445252,0.044439703374797926,1.0,0.7856966788317086,0.05232159566988809
DQ569996,0.31139515744400464,0.06838964675228451,0.827001455968948,0.05163991496651179,0.10035243881770262,0.05578201507924298,0.06478230704498042,0.1027659804408114,0.06375224129358195,0.03775697594805485,0.04517198267460093,0.045094328938268764,0.9009087776055938,0.7247290507869821,0.05324746581163414
DQ569997,0.3190183409787319,0.06863950178064707,0.8327746273383834,0.05146872719667652,0.0978810055116328,0.05646718778770345,0.06502235664509247,0.09802339085865128,0.061806510902241985,0.037552032433409724,0.0449729133312558,0.044815571257447194,0.9003762453262618,1.0,0.05231776875589724
DQ569999,0.3312607806660461,0.09389681998820432,0.8470249849113249,0.07149568172419278,0.1355790619715672,0.08301207506695654,0.08739048534807017,0.1390764137002019,0.08827421638694545,0.048235102540084535,0.05695665112594298,0.062268323038820274,1.0,0.822960427129142,0.07472243503470133
DQ570007,0.3155624061048694,0.06460267073043488,0.8234540869334724,0.049869967164817675,0.09302908342755234,0.056900346048326424,0.06373927959354943,0.0924708497238943,0.0584229174122739,0.035665100445512084,0.043243459737967296,0.042715131116677865,0.8874215334948315,0.7923656425301113,0.0497774969596199
DQ570008,0.3072315364604036,0.06726477334808006,0.8278833070645847,0.05029366775236423,0.09862091478107834,0.058623050548830824,0.06305030145315714,0.09981102709870582,0.06157178274095269,0.03685562195294073,0.04489575991571082,0.04377263621524119,1.0,1.0,0.0515521993340737
DQ570009,0.31015136573666857,0.06827125256110556,0.8270690598987105,0.051934666455542844,0.09665752934897459,0.060062756243537574,0.06314597602053265,0.09957924339296961,0.06167458970521359,0.03708868238925299,0.04624437088615083,0.045427550252545634,1.0,0.7733197843913454,0.05291369205256806
DQ570011,0.3093325756080752,0.06647776153639093,1.0,0.049521099671165275,0.0957352322363569,0.05908380207538947,0.06368258512241146,0.09605763448632154,0.060277701609017256,0.0365353248801112,0.04448741415589477,0.04336143006792587,0.895592575982034,1.0,0.05051269590508263
DQ570024,0.3186864251905816,0.06961574606838902,1.0,0.052577188875479984,0.09908856982761263,0.06069411126722104,0.06596589465514083,0.10172179608572245,0.0631587038830379,0.03866214192865051,0.0462356237621004,0.0457680218529376,1.0,0.7133715265333173,0.05402286972972371
DQ570029,0.3268223590586806,0.06768788090026427,0.8276759818330433,0.05115761082481849,0.0979365945997425,0.05815300336066711,0.06540106591525904,0.10155449569749857,0.06232071598872131,0.03779660283103363,0.044687189466725896,0.044100024005091366,0.8995788516854699,1.0,0.05132599512592194
DQ570032,0.3266300632475172,0.06742126338903848,0.8257765655909066,0.04993348397952696,0.09863453460966497,0.05861053945751438,0.06344538173616085,0.10241480138064381,0.06143815215507029,0.03707291314820586,0.04505992288748198,0.043517804278282564,1.0,0.8067265173342492,0.05094917296719261
DQ570033,0.31116257186900204,0.06464461771558701,1.0,0.05040823143490255,0.09326008830791768,0.05671077908572756,0.06295806365898757,0.09499311805713007,0.05994133046363572,0.03680205199405502,0.0443326001649186,0.043270934712738365,0.9012266453236121,0.6743322528804707,0.05074897972413056
DQ570035,0.3103318910776203,0.06529460617737891,0.8224151528240254,0.05009102353191598,0.0923703886773184,0.056737447227320624,0.0628204552385175,0.0941072205868875,0.05889560627015631,0.037595900945428015,0.04422187788445869,0.043025463048795606,0.8985536150810957,0.6732261927816328,0.050818129461569064
DQ570041,0.3102429146605262,0.06644753324781265,0.8261622625687837,0.05089907774180054,0.09343390638334143,0.05888330811977231,0.06428022934209084,0.09457775908176559,0.05977162803133908,0.03692143672129097,0.04470049622160428,0.046081514516878044,1.0,0.7634280641567711,0.05129757016134544
DQ570044,0.3107259806802442,0.06757167484913863,0.8187060997258893,0.05060968530205949,0.09798932930783807,0.05705185611926951,0.06574556918714289,0.09924029662895449,0.06172531010228416,0.036904147658937694,0.04437309924099676,0.04416640761861333,0.8933778704590611,1.0,0.05160490321586969
DQ570045,0.31093561672045794,0.06790422749967806,0.8307844130038797,0.0514334770781555,0.09958674202024517,0.059230809055262436,0.06481219899381725,0.10011570977223487,0.062444125264273474,0.03741427676890391,0.04435031596817599,0.044083143586845897,0.900429960382963,1.0,0.051566928893110764
DQ570053,0.3082357810994435,0.06674082660306675,0.8260169837566016,0.04994408267113608,0.09507328062686862,0.057801494805464836,0.06314548547878793,0.0962090838280412,0.06046818720414234,0.036846981465452316,0.044188547165620165,0.043803919343939346,1.0,0.7819754585477685,0.05109786372077964
DQ570054,0.31284463989023037,0.06657349586012479,0.8242196557124866,0.05098033401382509,0.09298797099933342,0.058731527116111626,0.06269821068967593,0.09442877604427925,0.05944447710715654,0.03747496044963301,0.044385008360106656,0.043877223231222416,0.8996513211520231,0.7013432090098852,0.05172516943776001
DQ570060,0.3071083132992316,0.07056615758114357,0.8234936953028207,0.05256449216817074,0.10694840076535148,0.05944170022239936,0.0646196261727083,0.10513197662383396,0.06416682064371433,0.037956951172666266,0.04550093238947619,0.0452346318725862,0.8943753062609552,1.0,0.05298987930689112
DQ570061,0.34236036467607844,0.08966457637791166,0.8335971505162098,0.06817416097867027,0.12391513289742247,0.13296040739939835,0.0851418640343827,0.1530392517340682,0.08904112208003753,0.05867042686982582,0.06423666084724522,0.06386972057999456,0.9006903827580679,0.7997035437971898,0.07392718007808427
DQ570063,0.31172317146881007,0.06886461937567215,0.8330297171429322,0.05179060165387035,0.09850311114662398,0.05883530577090248,0.06462129006017753,0.09975044337017631,0.06203292099980177,0.03764960242109304,0.045368231321334586,0.04475852750529733,1.0,1.0,0.05237664681430616
DQ570065,0.31170578509417024,0.06811272676222677,1.0,0.05158037629187917,0.10436004880160929,0.058346315830238124,0.06476663745516877,0.10635080520444273,0.06584651700927172,0.038017599074343426,0.04531722742094133,0.04473264126367346,0.8996254058076071,0.7693563127063052,0.052074170284195864
DQ570068,0.3073171740584727,0.0645944950906628,0.8223567771212965,0.04903409756500167,0.09168041137869673,0.054742612369116574,0.0634922301932587,0.09347273986248592,0.05874757168094461,0.03642260970080888,0.044051853913582996,0.04294314927821233,1.0,0.7059735163769778,0.050058006726966274
DQ570070,0.30800114735397627,0.0677620088521643,1.0,0.050417788059055446,0.09786752630450188,0.05862890686402615,0.06358655311613484,0.10665519608097165,0.06686298918133815,0.03700432540236547,0.04492220043059918,0.044194945528083326,0.898888535333821,0.8060611791182802,0.05199438922683529
DQ570071,0.30853301969927743,0.0684144014712246,0.8288975870340675,0.05143034791560278,0.09818285181561419,0.0586833206233061,0.06419042236578912,0.09698055304194612,0.06114673054957274,0.03637663988235641,0.045082861003565684,0.04425013620435214,1.0,0.8069592793981759,0.0518778078953984
DQ570082,0.3107229275997815,0.066927466990366,0.8285132927001865,0.050931849526021866,0.09468876990489603,0.05666472067599485,0.06445781197801717,0.0951312131497872,0.059827365036263146,0.03686743000927666,0.04471074408077487,0.043585084575758604,0.8976019414384716,1.0,0.05095341363414705
DQ570084,0.32393836586093694,0.07633853610669955,0.8391169247499196,0.056202680731328225,0.11085892094142044,0.06490089798623741,0.07076535302319739,0.11258035527688041,0.07050811655727084,0.04144483490016579,0.049223583252411884,0.04971052726913202,1.0,0.8256072811060123,0.05848786846901962
DQ570092,0.32293441266379097,0.07617784562029685,1.0,0.054448468058946264,0.11474467800388535,0.05982095434774215,0.06692477516848945,0.11458935287086566,0.06937319762029617,0.039699653108656675,0.04715134249694052,0.04708990709423954,0.904176845266454,0.7592955875420916,0.055505304532396826
DQ570100,0.31626971775727103,0.06866081458751673,0.8229538172324471,0.051392206521446195,0.09843005988106793,0.05838934759575436,0.06405357683134341,0.09863344847596421,0.06051189323641124,0.037101381606562976,0.045393741370391476,0.04406676728438607,0.8995510469195842,0.7969029528195877,0.05156156225193109
DQ570115,0.31200226228624467,0.06816739856150617,1.0,0.051568099516028254,0.09853848692964078,0.060676936344852585,0.0640909825950299,0.09897371435595728,0.061840144306953095,0.037441782560573504,0.04515248118598582,0.04445984568759254,0.8834810686074241,0.8167648843730533,0.05233247375167331
DQ570118,0.3125677702320948,0.06699286053536167,0.8301785090630875,0.0516315475617581,0.09401845735175399,0.06054586925462446,0.06542224756999815,0.09971909426716734,0.06143766295421975,0.03894950438657151,0.04402921622017929,0.043597838938951104,1.0,0.7625493918026629,0.051185354138995685
DQ570120,0.3155872169586726,0.06682330675985029,0.8271286769402861,0.050819169745094886,0.0941976043215857,0.05890278529076609,0.06390371987548896,0.09562572103757852,0.059682500463649646,0.03686210733774567,0.044667713265777606,0.04363064249731102,1.0,0.7615369211264874,0.05088756370324636
DQ570126,0.3109235717518458,0.06799204973113701,1.0,0.05125302845811828,0.09838870727881827,0.05905692730835486,0.06447712088751816,0.09858546500495714,0.061408245299771735,0.03711553694322605,0.04518058320081632,0.044042138677698295,0.8996085810436073,0.7930244076178508,0.051493049731634065
DQ570147,0.3423366142629458,0.0682539387843507,0.8300744780565411,0.05207065328070541,0.10188976235757567,0.05954268299319502,0.06456844606681904,0.10545912633130808,0.0647581832392834,0.03809470017955874,0.04558509859747384,0.04477978316464163,1.0,0.7709503163263942,0.05280652651664437
DQ570150,0.3482425816454564,0.07543138680845356,0.8445706276061719,0.05581820224383418,0.11270494773793212,0.06494815777434126,0.06976158689553325,0.11544363819223313,0.06849001584010518,0.04011883657493624,0.048157832953495405,0.047942095311411394,0.9051674685295505,1.0,0.05702035140331
DQ570153,0.3058055498775726,0.06664998770988625,0.8244303204419772,0.04992693966822358,0.0968627267134004,0.05769242839905756,0.06314781921416958,0.09838793788910477,0.06086248931361058,0.03658030663553848,0.04381107516817657,0.04344818401144884,1.0,0.8268346169410735,0.05114223595688018
DQ570155,0.3159506980633221,0.07079143765294939,0.8355381892590323,0.0532638076113051,0.10071779999792937,0.06171639051251293,0.06672797121573287,0.10172445916424275,0.06368199954281575,0.03846057545653371,0.04645554907651817,0.046027925030855496,0.9021154829395863,1.0,0.05399355308247587
DQ570156,0.39731078593481645,0.09373110085316537,0.8335227927454725,0.06742525249914277,0.13358690785665878,0.10621935173977293,0.08323722561555713,0.15218406228528947,0.0878629530522502,0.05522084786338216,0.059047254363324767,0.07659914877048159,1.0,0.8093875919775204,0.07255544083446519
DQ570161,0.33456683487582195,0.07126956006220042,0.8313982650351773,0.0544445750489476,0.10776663280856888,0.06043269411601966,0.06746744221264142,0.11539141049336085,0.07010249538865672,0.03946947988937679,0.04708696943438998,0.047082015710073984,1.0,0.8167125477208718,0.05518731615077588
DQ570164,0.3120420847265723,0.07073040537636603,0.8315497630440098,0.05313995055368985,0.1042962821630494,0.060839349097373784,0.0652128652587809,0.1054066996420561,0.06494016609530287,0.03935710705090478,0.04622402786723663,0.045676423670188926,1.0,0.7503173576483999,0.0538778964074918
DQ570167,0.310726103527176,0.06761022906723362,1.0,0.05104907818656741,0.09555150796335801,0.058583673692609875,0.06404634245964323,0.09698915169197352,0.060676933297117555,0.03733293294643301,0.04433852879161322,0.04403131772994577,0.9003725265969127,0.8140494770995353,0.05143444767812683
DQ570169,0.32925194599224755,0.07293089736512312,1.0,0.054062100211150974,0.1071017918075344,0.06349840465446957,0.06828578932170551,0.10790311418356688,0.06699390720533319,0.039832095717847064,0.047884022139118514,0.04716740839896577,0.8929999222031503,0.812862498835598,0.055080311977402076
DQ570171,0.30524031479876923,0.06217922362430985,0.7988891320717332,0.04806386177788464,0.08927701799548197,0.055639961839757016,0.060747243359549875,0.0932637520047098,0.05747126346403747,0.03602893478296933,0.044090635996436076,0.04119363862698623,0.884009664376285,0.7487975551350722,0.04934959790122802
DQ570176,0.35782627727073685,0.0715397436722982,0.8354161967682971,0.05303410604303145,0.10295945353612353,0.0629640971084137,0.06816386688350932,0.12494400042632528,0.06533054691836185,0.045233012696487745,0.0462304155280155,0.04553992791398597,0.9025329708499754,0.7842344263841708,0.0538225345419021
DQ570183,0.33511837227372715,0.0728595649832564,1.0,0.05217329347628289,0.10587550228736275,0.057410234650889916,0.06572319156486231,0.10463633475761074,0.062495420421128975,0.03733444572413694,0.04594886558771809,0.04491362674966561,0.9003465204791603,0.7539516802158905,0.0523428120877113
DQ570187,0.3118862992704936,0.06683518332992089,0.823824368111028,0.0507678748692688,0.09694853561793698,0.05953372562417679,0.06369217205241208,0.09940618657816244,0.06145416280246495,0.03822231274836853,0.04492015759982579,0.04378136878074504,0.9002565617366015,1.0,0.05176763627596691
DQ570189,0.3136452512085044,0.06663923101145638,1.0,0.05074453725554995,0.09518543046850002,0.05821417260517607,0.06325357889044274,0.09598805405766946,0.05989363987895062,0.03667515806435022,0.04401948494945884,0.043692737600715695,0.9001036082325768,0.804302382306011,0.05097968474175302
DQ570191,0.3113066645564916,0.0647888093879462,1.0,0.050110404558262114,0.09038969178608579,0.05840002543787633,0.0634812944000526,0.09355219985973698,0.05893238776602885,0.03770458315556694,0.04416067677400206,0.043053937062511295,0.9001800693685486,0.6817980462409349,0.050819499981009486
DQ570193,0.34044803990729056,0.12903252730948805,0.8290636757392772,0.08850163373401373,0.17144983360752522,0.186340638100763,0.10537865117395454,0.24095338952482726,0.1134216101766824,0.09278129049159446,0.08145291787525058,0.07672010730124394,0.9030383909039059,0.6848784160080597,0.09366444474512237
DQ570199,0.3090328705573887,0.0671985306726726,0.8243857711013016,0.05046869056708607,0.09994885748223668,0.05632747445554702,0.06318464933205241,0.10943103343230524,0.06269503672210268,0.039778590390350275,0.04511999515570232,0.04386249726690747,1.0,0.7981029848969394,0.05104437162489502
DQ570222,0.3126084039853256,0.06830460229534607,0.833013995288354,0.05144669325444925,0.09784847071467473,0.05868063439342153,0.06452474392339196,0.09996970055604623,0.06165681978138351,0.0373605415325466,0.04464391086921281,0.04443461868038113,0.9005072836517701,1.0,0.05233681469618815
DQ570223,0.3184812604778441,0.06616059801552349,0.821989118943945,0.050689239687601584,0.09310244237545176,0.05952713431185046,0.06377433631436358,0.09737784586509637,0.061348422869012556,0.03819236121533565,0.045129387565641055,0.044138974299954774,1.0,0.6380640312377794,0.05174345016590488
DQ570226,0.30947849149756057,0.0672034698417083,0.8286758267493681,0.05075717512389903,0.09436209590577445,0.05818841834712265,0.0630137867003655,0.09515399764626706,0.05917606791323314,0.03668406081303654,0.04482853212713901,0.04360648321440847,1.0,0.7933384063987973,0.050888362687253816
DQ570236,0.31504097009077,0.07212850685581823,0.8377049965544414,0.05440562463695938,0.10043832767761081,0.06339827731922786,0.06834488298925027,0.10101831772134631,0.06501301786903128,0.03858212032556102,0.04556733888775625,0.04841130444065403,1.0,0.8075353499522102,0.056698651128330245
DQ570250,0.31187992584763585,0.06574134285459127,0.8239754105847918,0.0503696351389322,0.09284563779209601,0.0579763922560812,0.06452698631789218,0.09285375268562752,0.05932260352816286,0.036427689119691666,0.044046801422462666,0.0436430108132558,0.8990251474535882,0.7823616035094323,0.05081669243611714
DQ570254,0.3306429142050057,0.0676265187627736,0.8285521098872344,0.051239922404553565,0.09626254156048737,0.05864281607519497,0.06440303553834294,0.09661423941733652,0.06038716428164983,0.03745185342195488,0.04515628884878543,0.04414120392477194,1.0,0.7271929307654601,0.05178945490652832
DQ570255,0.30925758543353127,0.06714822574014603,0.8247130894267901,0.050476508523390376,0.09485486485060964,0.05879077948521281,0.06481869906059234,0.0965811665069382,0.060603894307541296,0.03760982363162367,0.0439748676358902,0.04332073270654694,1.0,0.6517430484171517,0.05082089219490603
DQ570256,0.3133872234002572,0.0686165969653175,1.0,0.051666258125636785,0.09766911344911092,0.057613005801351515,0.064813110253813,0.09787282521624595,0.06191263387738877,0.038024204062344844,0.04481500628485084,0.04449405943186033,0.9018444666510778,0.7357621655198755,0.052477909876705774
DQ570257,0.3131703251757984,0.0696102085083381,0.8308917264108213,0.052195326576268644,0.10166939769678804,0.05845235528777443,0.06516931279981973,0.10299201256512827,0.0625257543342692,0.038461373114441824,0.0454134636628145,0.04549378613597148,1.0,0.7724665619156162,0.05401967452000458
DQ570259,0.30456841074277957,0.06647205434305462,0.823335442996691,0.05056741624873222,0.09609340866269747,0.05733203514798555,0.06317127745740184,0.09581196990553245,0.06030811523630734,0.036751602454883334,0.044163052118041175,0.043733329900150816,0.8982367383463294,1.0,0.051386581927211836
DQ570261,0.3079679283158504,0.06588189008069638,0.8213125029846167,0.04993523269654285,0.09241967539241014,0.0554407301043261,0.062041922193496336,0.0919015491544742,0.05811478683145486,0.0356420832018584,0.044198093470667985,0.04287347680917745,1.0,0.7729693391577035,0.04995624268592404
DQ570262,0.31570340693199345,0.06969838724253774,0.8335815031233504,0.052595505175048476,0.0987679865121273,0.06049956627483525,0.06627300750042166,0.1003267056163523,0.0621892584479691,0.03823519973437097,0.04572191569044469,0.0451550002516012,1.0,0.7468478025043723,0.05371052735035816
DQ570282,0.3152807792055501,0.06743633026273751,0.8257911327373263,0.05088505451533108,0.09614858498973212,0.05791501122798566,0.06463042880613278,0.09662091503594254,0.06026256575082535,0.03744934676386038,0.04504588744980194,0.044036902306386655,1.0,0.7452007143517747,0.0515831823634376
DQ570283,0.31401493833206306,0.06576202974038357,0.8206316711253171,0.049889094603477034,0.09193564851067994,0.05744821979090542,0.062132799197429936,0.09346404443818941,0.05894349394769651,0.03678384793069063,0.04386733625335696,0.04285597903151221,1.0,0.6924116073122637,0.050756438215545416
DQ570289,0.31060441633286995,0.06549756645279807,0.823941122488776,0.04983886968912422,0.09267181960446193,0.057089933754040256,0.06235768106556798,0.09445719603038348,0.05924006453781089,0.03690157645830832,0.04412728790370481,0.043072597793605935,0.8978398291859824,1.0,0.05078880180177624
DQ570296,0.31022791004946076,0.06772148537548056,0.8245445891742256,0.050959116316970685,0.09935176914054547,0.056674386410780805,0.06396493303897972,0.10041843952784928,0.061513430612568774,0.03765073695456264,0.045615950806399415,0.04377451937861825,1.0,0.7347869598840107,0.051123763528619456
DQ570300,0.3100820821981279,0.06752551260312559,1.0,0.05114144923067808,0.0972053641039888,0.057519336407901814,0.06384778085648411,0.09827515294169967,0.06149391749821158,0.037372488553153754,0.04420788431707033,0.043991842750534235,0.9003521249906091,0.7657408155281723,0.052041387356906874
DQ570305,0.31045862520647255,0.06577667288772537,1.0,0.04955323815246214,0.09347582816449332,0.05791332706038867,0.06179464061454124,0.09341837326534198,0.05826248022313998,0.036076068734307506,0.04356571002965925,0.04245787808519043,1.0,0.8057721463826419,0.04959020598968862
DQ570306,0.3110439584772321,0.06529921204118642,0.8239474489211813,0.049652693765763506,0.09315233173311707,0.056458620733597996,0.06399248278841531,0.09493987371556833,0.05879175568611705,0.036262157522731805,0.04350296686743518,0.04279908123377325,1.0,0.7569733649012835,0.05006870688023277
DQ570307,0.3081338044747944,0.06522009187280896,1.0,0.050006306424102455,0.09197461159233797,0.05576470661759871,0.06371354262642961,0.09394371978307715,0.05878627708287535,0.03639102129504004,0.04362742257506689,0.043111740404294184,0.8990808934024381,0.6980295989120043,0.05084408231330283
DQ570308,0.3116120141149027,0.06712697120763023,0.8277003115284949,0.05095916159747662,0.09733340558112506,0.05579536436960775,0.06455128115829681,0.09904776226126835,0.06065104316527058,0.03681921323542993,0.04405943239791399,0.0437653759376371,1.0,0.8033637631337014,0.05110923967252974
DQ570313,0.3087478491948315,0.06805778411148258,0.8278020059665732,0.050682141262425706,0.09991807114115249,0.060412321980132744,0.0652912802281275,0.10117684257545564,0.06260302390469283,0.0389627506582974,0.04544489350018357,0.04446245841321328,1.0,0.757448206006536,0.05222642823407758
DQ570314,0.3349683854793207,0.07103572232293583,0.8335835490937512,0.0522251588381913,0.10393019316398948,0.06010649590562176,0.06510590680166542,0.1134231164871006,0.06500470332829524,0.038263800747770485,0.04608087032624732,0.045582455497737144,0.9025237532789951,0.8063876248843644,0.053495148617407326
DQ570317,0.31422000372471465,0.0714977478868015,0.8362462106587258,0.05315869464452015,0.10329652438155343,0.0650128133666858,0.06664385994275014,0.10488648573815622,0.06409134669938096,0.03888739524915608,0.046145643544952694,0.04576935499907759,1.0,0.7820938289390598,0.05437387301257539
DQ570318,0.3161670606572268,0.06505406885512292,0.81892281887592,0.05049694666723724,0.09292755679728402,0.05872029848992427,0.06346014074170934,0.09454219560685231,0.0602221247675148,0.03788152575991446,0.044758555905637265,0.043575566881357046,1.0,0.6557889275166413,0.051069099517052075
DQ570322,0.3147336312934136,0.06976767570268627,0.8330648985856743,0.05254885634742422,0.10321150317994066,0.061305787866107964,0.06508816509450624,0.10487179904239678,0.06543139223073798,0.03886721253826519,0.045470236071225315,0.04541176500440449,0.9024212638245519,1.0,0.05372272897732734
DQ570324,0.30841698718949107,0.0669541171726633,1.0,0.05076465416343308,0.09595836552916527,0.057935186836457785,0.062550610093121,0.09645910605421608,0.06064128672838376,0.03701947028221801,0.04390745696604241,0.04359539770143677,0.8990973772919144,1.0,0.050931994870797956
DQ570325,0.31274623038220095,0.06824932298567761,1.0,0.050282319425304346,0.09715037673657156,0.05868884044938423,0.06366611466682004,0.09609374098176163,0.06027369763508521,0.037028232951810916,0.044644118447090396,0.044034901681920355,0.8996729290300347,1.0,0.051400242799006166
DQ570326,0.370071354219682,0.21448542839334706,1.0,0.09378295857044519,0.28473298872988057,0.1745713584370851,0.13671230161090997,0.2794239453376088,0.20000157693982085,0.0680157380571719,0.08338536945965948,0.11509897607470454,0.9196618887026901,0.8441917131506937,0.1690580539314364
DQ570327,0.3120706183178765,0.06986409434325985,0.8320418635948543,0.05328192273605705,0.10328671632075528,0.0637036014912406,0.06530236405873271,0.10832001133496427,0.06633637953451385,0.04085657105391884,0.04552293092014208,0.04587214821424022,1.0,0.8205026085807319,0.05366718194557325
DQ570328,0.31044115666837085,0.06886088589950957,1.0,0.052662414146935496,0.10174942936930162,0.06291594178119987,0.06458788029139996,0.10683370899061775,0.06541210187068817,0.04045002443174756,0.04511000685903953,0.045340753537142946,1.0,0.81267588591855,0.05295269817824048
DQ570332,0.33665393019670437,0.06842427631931962,1.0,0.05110231687916285,0.09771012901766651,0.05863596566473343,0.06387480991552169,0.09838115954001796,0.06161158788683302,0.038634365310455464,0.04504295507705888,0.0441624806097068,0.9016118774375583,0.6981055104837421,0.05226607234057268
