,Alzheimer Disease,Breast Cancer,Cardiovascular Disease,Chronic Obstructive Pulmonary Disease,Gastric Cancer,Glioblastoma,Heart Stroke,Hepatocellular Carcinoma,Liver Cirrhosis,Lung Adenocarcinoma,Lung Cancer,Male Infertility,Parkinson Disease,Renal Cell Carcinoma,Rheumatoid Arthritis
DQ570033,0.3251464178948484,0.0660337102298278,1.0,0.05428212483244299,0.08946358868204596,0.055976666510453923,0.06501950990317902,0.09083648583411297,0.06292382120833834,0.03697932789073914,0.04521086383182511,0.04713906783592177,0.8980402573567217,0.6938935379915983,0.053831453892849455
DQ570035,0.3051831656141049,0.06571321101659316,0.820677201770663,0.050472991244794374,0.0892070977008245,0.05524085203092331,0.06259389374066207,0.08953259342052053,0.06084486297950168,0.03459408638499943,0.04355557570041203,0.045243765408434874,1.0,0.6775688215463498,0.05195149102467206
DQ570041,0.309364563142979,0.0678939659315532,0.8131908867775965,0.05207970797921931,0.08841495358562908,0.058245113753004216,0.06605161818251096,0.08931506238334519,0.06096605296646681,0.03499729864435393,0.04564134054335929,0.04696492757592365,1.0,0.7347021547392387,0.05381563867002618
DQ570044,0.3041076099016285,0.06685951285928718,0.7763306099213894,0.051505045430402144,0.0897111921971888,0.06162648883290285,0.06255190050316653,0.09256915545011878,0.061101122511868645,0.03652438998196689,0.04492436763459888,0.0453149844818875,0.8631389863578883,1.0,0.052273129398876836
DQ570045,0.29897452958832293,0.06531901822549058,0.8110297055629111,0.050273442954979375,0.08856544210122475,0.060391195431131174,0.06340422745127605,0.09130826341374468,0.06065862898592441,0.03491935157887319,0.04338979984708948,0.0451536419798653,0.8853323392095452,0.8042568200703493,0.05188479989509427
DQ570053,0.30390795887931954,0.06520187921877763,0.8202312116092646,0.05096974144530194,0.08752591076495891,0.059255623355199606,0.06237518620865453,0.08683478595920971,0.060364501432944105,0.03465865971647481,0.04417116837568576,0.04518692110598449,1.0,0.7489174377744691,0.051759368558336814
DQ570054,0.31216639638411137,0.06966259072874566,0.8284738165614355,0.05412815473873515,0.09420977017806538,0.0594541850941669,0.06808810493347145,0.09651585803450827,0.06547455251096575,0.03632987384652196,0.04560474023448403,0.048248542907297534,1.0,0.7304207782425326,0.05569934129936636
DQ570060,0.315312163297225,0.07052891387332597,0.8252536947556001,0.05312325286775617,0.09932217425035203,0.06171086548643634,0.06472572055613467,0.10082840172511971,0.06618515215797291,0.036484711425938905,0.04539216482733233,0.045991427504369214,0.8931489594183122,1.0,0.05395825785647338
DQ570061,0.3726931441151204,0.09533133248453074,0.8277100748114009,0.07642751546028317,0.12699973315197294,0.14027336588011838,0.09652846532627757,0.18007386104982814,0.1026070306558066,0.06864903566101788,0.06856842752177397,0.07142523142985192,1.0,0.8117760153618219,0.08242603833687437
DQ570063,0.30535557268823876,0.06686513563425074,0.8221556897706261,0.05189092259332097,0.09064861864509066,0.05966617703430499,0.06323766605289524,0.09261829873533411,0.062065699290795064,0.0354500829422735,0.044867146583564665,0.045952369804373124,1.0,1.0,0.0527498717160122
DQ570065,0.3028912624156092,0.06841333510598877,1.0,0.05087658641163578,0.09502883248920269,0.059239650907706366,0.0632381085885261,0.10042125142381994,0.06596739160496481,0.03539035279583624,0.044455134507638064,0.04650332988429186,0.893757197635346,0.7195481899923453,0.05347738678013464
DQ570068,0.3025770471123797,0.0660715622179611,0.8199316540379584,0.05097461016746132,0.08915447255067557,0.054552890158133235,0.06462986099728603,0.08923897707858032,0.06188477781589728,0.035156103400046206,0.04457192605704611,0.04581441895202841,1.0,0.6894105474204181,0.0524596915367874
DQ570070,0.30127716100184143,0.06691340919725781,1.0,0.05129642010041212,0.09127961843188148,0.05892288794623116,0.06315353176059244,0.09119814170502852,0.06209225129967642,0.035802852809932784,0.044357373326964725,0.04604803434253919,0.8930647744310157,0.7970789084558582,0.05280157024298089
DQ570071,0.30265869075370844,0.06758171286417855,0.8161699133972794,0.05238948145341913,0.09281691729675406,0.061521438647439065,0.06390044210026977,0.09295545968139732,0.06283098383841731,0.036290719803691626,0.044688447868616005,0.04653633527615417,1.0,0.7899607329906851,0.05349034557616278
DQ570082,0.31418623591480216,0.0629401090124702,0.8163991320303301,0.04966114402188822,0.08564583061101444,0.05446310220963119,0.06089818524351019,0.08661614781244839,0.05868836714550544,0.03394349011589731,0.042798827641129626,0.04388644421515651,0.882324473475177,1.0,0.05027719748172579
DQ570084,0.3069212041386952,0.06911503380895005,0.8224580152745933,0.06805175541994804,0.0946723195894934,0.06067948546376369,0.08230281414124312,0.0993056884451051,0.064317023974047,0.03649607316437582,0.04561383894777783,0.046756334490614566,1.0,0.8058188948669909,0.05396090444147461
DQ570092,0.30759670517818494,0.06574957820816954,1.0,0.051840385823775016,0.08872583994271391,0.057911970439900484,0.06394716559456809,0.09032811007854344,0.06150402178616231,0.034748879248726945,0.044270029288481234,0.045822672963770475,0.8970122728595099,0.7358798250294581,0.05264947084137546
DQ570100,0.3084077734907525,0.06658775547868354,1.0,0.05122492429764932,0.0894252795202603,0.05742557189396045,0.06193473487974936,0.08952619414346788,0.061091026345968746,0.034594353910464955,0.04358037781547973,0.0453162741569416,0.8938300008601718,0.7874639604821688,0.052129424015267975
DQ570115,0.30091438369320084,0.06616993766832036,1.0,0.05098719194244752,0.08911524355623637,0.05943935245067998,0.061704390430462996,0.0897712650723238,0.06061693840364113,0.035843496430984736,0.04413190452263728,0.045257051433671085,0.8892067559606052,0.8181212307558694,0.05188772960919471
DQ570118,0.3109117450873839,0.0704460278038572,0.8212059678914105,0.05527393581212624,0.09821414650160318,0.05972378685528803,0.06860905946069114,0.10199736378322213,0.07044868454533013,0.03871468504941948,0.04857400492367904,0.04989591495337901,0.8945977127342815,0.7586537964513741,0.056618061115381146
DQ570120,0.3099460153075061,0.06625592690677007,0.8223952570800253,0.051867907156187276,0.0893449451473492,0.05703462246027806,0.06265900995796717,0.0902054348626653,0.06155936786770246,0.03499188512055434,0.04441398576403895,0.04590922655427822,0.8964151288515175,0.7577416861250013,0.05272806633007417
DQ570126,0.31081487801843743,0.08174574843189249,1.0,0.05264631962712241,0.09176069536737905,0.060641667940761,0.06486904792060685,0.09146919127900226,0.0629206556611715,0.03645980870859403,0.04539106044293602,0.047060529889728156,0.8968981742917365,0.7782692914283824,0.054002284406593846
DQ570147,0.3182639269641167,0.06711997303424454,0.822853315708287,0.051859906858939674,0.09213825581647046,0.057753805972168795,0.0637744235566923,0.09744381472260824,0.06277711322633907,0.035204075637060864,0.045000719690244315,0.045746966171077416,1.0,0.7807870154880587,0.05257722250552978
DQ570150,0.3328046577442484,0.07233213929691072,0.8352208239497921,0.0686421575544296,0.09977005030505336,0.06506232114491367,0.06656704267146997,0.10331957525109721,0.0673951494522765,0.04666545581449503,0.05652352032194872,0.04835126454069309,0.8996182795484143,1.0,0.05615797444373251
DQ570153,0.3030505620004274,0.0656302008294687,0.8223864521182648,0.050782526359692694,0.09188931726850369,0.060180359878315784,0.06179838675052558,0.0928565844022169,0.061981334610273255,0.03499536913632773,0.0433101173805793,0.0449277616741382,1.0,0.8322368693750419,0.051583377170772646
DQ570155,0.2963935044717016,0.06219986213261539,0.7910949677227477,0.049149262530809916,0.08588097987157677,0.05646958274811751,0.06045997080997071,0.08590059065071101,0.058224713648240556,0.033591670250596894,0.04221520066481263,0.04356599568244598,0.8615894224123715,0.8131737271785269,0.04971121580464074
DQ570156,0.4308284752014041,0.08329368817638758,0.8283120489167105,0.06570698868096705,0.11112971895113319,0.09573494110455841,0.08109036607163782,0.13869775538513168,0.08054622360041867,0.04997358710444189,0.05381198655210804,0.05724228969599191,1.0,0.819302839106953,0.06721050211929824
DQ570161,0.3214452725316856,0.07331217680652431,0.8338669809926055,0.05551613344743191,0.10066394073368783,0.06653733082795554,0.06702488326143391,0.10781683145213536,0.06737692021150597,0.04102544912626892,0.04746740240360141,0.048870200864949746,1.0,0.8153495140586685,0.0578744971170884
DQ570164,0.3122093604514241,0.0700995613814687,0.8310487053747192,0.05275809387137389,0.09734714887532461,0.06044015414085556,0.06643694791205737,0.100061207730294,0.06609131367141798,0.03695083388133891,0.04562853519439482,0.047218209780096256,1.0,0.7363084916769621,0.05453813961731831
DQ570167,0.301648750947038,0.06515140646585524,0.8218983241607601,0.05024513413847076,0.08787896479496572,0.05828145944840748,0.06326772313975426,0.08959585145488676,0.060537256287380346,0.03442437295277522,0.04341773861482417,0.04502822301464264,0.8940595686585228,0.7993941699964713,0.05178303165260488
DQ570169,0.32397012239224915,0.0781033829425972,1.0,0.057889838104163725,0.10930538106724363,0.06646128747408628,0.07131632584370598,0.11788936989253518,0.07488968293863127,0.046996139678759416,0.056469862947673824,0.052655007107435384,0.8984096307459367,0.8274693499151977,0.06065056402085485
DQ570171,0.3071874402162075,0.06462816222711865,1.0,0.0502009086479302,0.08940604733031957,0.0579633926264026,0.06331828457998563,0.09146231380893073,0.06093806453428532,0.03400579257985157,0.043196199648789464,0.04489585215306918,0.8967618079277617,0.7498396924283439,0.05163688136778146
DQ570176,0.3136242845080571,0.06947910904657989,0.8282449355561363,0.053362130456898006,0.09575369940871588,0.06251555410743918,0.06707599765238045,0.10476304636098688,0.06632103414666099,0.03837526964400437,0.045607136398065,0.047643164330943746,1.0,0.7850298648283477,0.05507786289305812
DQ570183,0.3219789543595282,0.07273611176604498,1.0,0.05496446287796507,0.10044923088742475,0.06256729109358383,0.06817897139639675,0.10217758575342077,0.06762506293136093,0.038687105701596,0.047156987038843294,0.04924725440292009,0.9029086251231844,0.7867991520884088,0.057190044793829366
DQ570187,0.3200167757891845,0.0731042084487002,0.8324952798334607,0.05560783326086597,0.09949211471530114,0.06094436455991881,0.06923885044693401,0.10398145225683017,0.06893758152311066,0.03803664454705341,0.047604740733777004,0.049872045558924605,0.902916236901552,1.0,0.05785707762568102
DQ570189,0.3024338061193507,0.06461489329294953,1.0,0.04999885430546663,0.08797636178352254,0.059040873559187815,0.062326810252434986,0.0903080325871068,0.06073461903872596,0.03444226248017028,0.04338349619374321,0.044837656333028185,0.8934377444852603,0.7922356294553783,0.051448437976843966
DQ570191,0.31226017872083056,0.06675829413602322,1.0,0.05227746832204492,0.09008501960518588,0.05727351686066129,0.06364925606816771,0.09298025709832927,0.062223613054777895,0.03518496058497968,0.04441402656061562,0.04621066850074135,0.8984523926286073,0.7060886763014856,0.053051620489023864
DQ570193,0.33506092587564157,0.11331280054604953,0.8297030675445004,0.08389230676609605,0.15283167503400347,0.13462146556018006,0.10325782699886699,0.21319719401317036,0.114028688149034,0.07924224532495108,0.07343395603427152,0.07529100911900853,1.0,0.6927756677934525,0.09097998546194291
DQ570199,0.3168961545729589,0.07259511677495376,0.835525348604485,0.055058560226627605,0.10221006189677903,0.06289896757350902,0.06691170437254808,0.10385178785576672,0.0694801144598108,0.03796001436285588,0.04681411993309977,0.04917178003076165,1.0,0.8070295259662643,0.0573903196202763
DQ570222,0.3034547156364287,0.06598571590268074,0.8254677522048407,0.05078265306181442,0.09063684737852394,0.05857609212272565,0.0632445574842536,0.09336607285929159,0.06288342453630073,0.03531059166129717,0.04403551796116856,0.045534383196632736,0.89421450803487,0.7737357531877284,0.0523223019076121
DQ570223,0.3050707921158443,0.06515216263209117,0.8165492835880095,0.0507210588993058,0.08830392625578277,0.05441177340654076,0.06304425285343336,0.08797805987178342,0.06114782291554416,0.03489258192529151,0.044082625961024004,0.04563308763649415,1.0,0.6095434840974266,0.05211295112533502
DQ570226,0.3080878139425539,0.06553639345876107,0.8159652469012159,0.05147550897057109,0.08844936853454674,0.058361521805321705,0.061976661854934056,0.08625132372750158,0.061054447515166047,0.03376699316783274,0.04389452764905024,0.04555503190313918,1.0,0.7635213992399512,0.0522581549141134
DQ570236,0.31135410909671235,0.07337279742606613,0.8308441324465503,0.056291632114670344,0.09878301288348519,0.06558714801714388,0.07039425216241765,0.10007387413720263,0.06836969934775435,0.03861256436537812,0.047985544680768905,0.050156948341946804,0.895457687289906,0.8066666919903295,0.05849705285971692
DQ570250,0.30244578822973234,0.06397644183353135,0.8218754694475177,0.0498710914340209,0.08676329896766174,0.057817402737163334,0.06246749784837065,0.08762171745090776,0.059983088151412955,0.03460236341146296,0.043190141536192564,0.044689405233470966,0.881616470914549,1.0,0.05125132906014555
DQ570254,0.30986680212372186,0.0675368641074239,0.8268282540282911,0.05250363238368929,0.09129475378609729,0.058518112596416136,0.06415671156524158,0.09391385302439008,0.062625468727706,0.03557245099054741,0.04465514876008157,0.04638648207122463,1.0,0.7350360285578943,0.05345013914772575
DQ570255,0.30457219861314444,0.066692941840276,0.8204335011903174,0.05168105904020788,0.0902665761473363,0.05665605464308689,0.0651729234511582,0.08958916711323646,0.0624201300923856,0.035201196613223185,0.04477370486217948,0.0463403377424157,1.0,0.6374214808599831,0.05321895170067227
DQ570256,0.3054545535842629,0.0667589522856658,1.0,0.05217119494258131,0.09008920812382083,0.056779003347621385,0.0637102740012299,0.08943645324256186,0.061961350397384415,0.03545918697463775,0.04463319056729144,0.04620335614084332,0.8978624248664703,0.7043976023700812,0.053031796635868156
DQ570257,0.3065016830261515,0.0672000422943242,0.8212668447061511,0.06589994023918776,0.09425244556947421,0.06043857220080316,0.06485076008812068,0.09456048158930064,0.06343433780761767,0.04527227420588229,0.05504819523876499,0.04648670306919685,1.0,0.7505463979812769,0.053325766428040065
DQ570259,0.30094927534833926,0.06424199038307385,0.8174622291920745,0.049584377453084826,0.08688206189201757,0.05836071300542718,0.061160179026288994,0.08787184144886466,0.05975045273625516,0.035389063448417586,0.04352488865593577,0.04438387335807763,0.8948322734655848,1.0,0.05076623988314619
DQ570261,0.3109476460155286,0.06759853058553689,0.8265682446804774,0.05195146274728819,0.09119935546795058,0.05795469031416565,0.06400152369053444,0.09335209318058882,0.062601334505438,0.035204725551548174,0.044654262232790856,0.04643326750394883,1.0,0.7917285489529323,0.053425648741288655
DQ570262,0.3105609906960457,0.0680764673322273,0.824681448417412,0.05253103957273196,0.091836484609923,0.05732058578618389,0.06615101045213183,0.09347734454696996,0.06375874313113965,0.03553145154460306,0.04526980754310972,0.04690845645027964,1.0,0.7299160852532698,0.05446675260169096
DQ570282,0.3174558433760838,0.06628652637732853,0.816652901762923,0.05146532769729684,0.08953749304640443,0.056478487224340714,0.06367140387239277,0.08779823063033017,0.06098435187624297,0.03440220042368554,0.04430951129771218,0.045438342097141815,1.0,0.708956110293068,0.05228284226244815
DQ570283,0.3091113432644834,0.06987265118419331,0.8182070563354669,0.05457165819589451,0.09432809203603536,0.06018293427153056,0.0679595780126039,0.09749342227428529,0.06593251769978119,0.03705445878394255,0.04651143334378348,0.04910313586585745,1.0,0.7398384529795716,0.056475200516512426
DQ570289,0.30341503046323637,0.06364523493760811,0.8161956484396787,0.04987475182926636,0.08545844721897125,0.058446410547666396,0.06334250121298249,0.08627105630056078,0.059760737398668294,0.03385978800441523,0.043312572261088526,0.04469916304391575,0.8944502521751773,1.0,0.051209619595848445
DQ570296,0.32036452609448934,0.06517370063902071,0.8165662810187879,0.050364714729684866,0.09070600777982792,0.05420812187577147,0.06159763294773366,0.0920495383467347,0.061070883084431225,0.03462658820323618,0.04397169076332359,0.04510364761378233,0.8968098340463995,0.7127488444524731,0.05172140723479218
DQ570300,0.30079737496090997,0.06460131244375544,1.0,0.050582030339958436,0.08705716529980624,0.05531299280962422,0.0632475079522906,0.08832396363942716,0.05999660703123747,0.03433548146577356,0.04342538486934776,0.044745520278063736,0.8956022304968059,0.7481991448870449,0.051239483830545905
DQ570305,0.300939364301311,0.06400479546125373,1.0,0.04989712042849283,0.0860357323182599,0.05791455655046679,0.060942934950645046,0.0868556241894052,0.05980294908739496,0.03450377633790773,0.04354844195632872,0.044911259887283984,1.0,0.7919606397208987,0.05129361806112208
DQ570306,0.3242676854583823,0.06466994285978023,0.8174606143021046,0.05054860988538708,0.08646056918942077,0.05710984698653897,0.061026887004025455,0.08861012556007544,0.06046012898463349,0.035380350538533396,0.044538054768090564,0.04545915656874035,1.0,0.7393091900604808,0.051703390560843165
DQ570307,0.31079021519067124,0.06917488979689693,0.8282150437581699,0.05288349102837051,0.09380520879879625,0.05885212367821163,0.06547369157902223,0.09696990084117282,0.0657306590425648,0.036116630157707365,0.045154296019571716,0.048163671161878106,0.9003542646536464,0.731850259974581,0.05545097563200595
DQ570308,0.3047907111269234,0.0663786266445819,0.8151290618504327,0.051321804696492335,0.08962469662331611,0.05752493460708541,0.06305378483689571,0.09304548023427775,0.06208079604372567,0.03532144175626198,0.04425451640785651,0.04600474859013551,1.0,0.7863884893881624,0.0527847007151413
DQ570313,0.3074752249077686,0.07047737722613459,0.8294910362052645,0.052638920365671825,0.09715536166992501,0.058291228229091815,0.06542009366392611,0.09977537858730809,0.06546112674561731,0.03726264090945351,0.04715284157590934,0.04717123505105393,1.0,0.7375788190152972,0.05416122478377362
DQ570314,0.32126204023155813,0.09021037332490049,1.0,0.05632328522589053,0.107031148436546,0.06734900013619656,0.06864357900679244,0.10805341205585128,0.06951553704386167,0.03872335422996766,0.04820110656060731,0.05001912080369915,0.8998109135343799,0.8178828185230772,0.05825886964744995
DQ570317,0.30371877245730017,0.0676018995999985,0.8177697956065544,0.05185386853094289,0.09196444817705822,0.059159235121927986,0.0636712287725366,0.09273178194934892,0.06333431524570712,0.035733970509124746,0.04544820516387971,0.046527338906826254,0.88119101025029,0.7720615877005885,0.05340875256404989
DQ570318,0.31834025456000564,0.06426105847112425,0.8122506219903285,0.0512095894923371,0.08888305275962664,0.05470161141342844,0.06344065378589746,0.08955961455422524,0.06214807666339883,0.03441709329808478,0.043862961176274494,0.045869614997459264,1.0,0.6619450124575157,0.05222804323611511
DQ570322,0.30611808895121584,0.0661987385585108,0.8241284552529418,0.051275345823400265,0.09108836013713688,0.05611506099416545,0.0642946956185928,0.0922997218925429,0.06307963392171903,0.03529555037338696,0.044220693959477274,0.045980563367423365,0.898527077773682,1.0,0.052780167216406194
DQ570324,0.3075604523085309,0.06686195185569696,1.0,0.05079599356650577,0.09065505950634942,0.06148433585310744,0.06395774092788695,0.09310759374456912,0.06123201275665665,0.03596891934411069,0.04427253920029264,0.045422417931732725,0.8943325795650571,1.0,0.05231794545187148
DQ570325,0.30903016130958977,0.06690064946085979,1.0,0.05203937988605387,0.09062305131770403,0.061419627833078895,0.06285378094612085,0.09273911939887952,0.062102247936383956,0.03572955176940685,0.044224017968696266,0.04593838502308038,0.8948023058737476,1.0,0.05303491436208131
DQ570326,0.3452564657960518,0.1291213542995505,0.8537245981756069,0.07262701976642974,0.170061486951031,0.0913072222665727,0.08666766716534201,0.1646580862410721,0.12238305241129876,0.051963712202026356,0.06282753633983354,0.06637192249171626,0.9080137413277074,0.7926477659908374,0.08239161875222134
DQ570327,0.30615909894955234,0.07014247138584852,0.824232009249454,0.053104945394507864,0.0945924520139353,0.0652601712117226,0.06604814632426419,0.1188624653398634,0.06658778375853718,0.04652571347162021,0.0465559087001015,0.04835977142551527,1.0,0.8167384627320924,0.05600773767679516
DQ570328,0.3063637244979486,0.07074821279409191,1.0,0.05326192552972912,0.09545516994767117,0.06635244408243265,0.06628920723981974,0.11974404279367286,0.06688096812388958,0.04681526999712988,0.04671889383984819,0.048526121115351165,1.0,0.8050839951320181,0.05623734857142202
DQ570332,0.31784903016800303,0.06769536574658856,1.0,0.052298674602399495,0.09410747063960381,0.05597759129394632,0.06547670094731657,0.09441307911553402,0.06439864834701366,0.03530778747502801,0.04494731213687595,0.04679185663537061,0.8996525426476589,0.7310962086577386,0.053958080414298046
